filename,extension,mime_type,related_to_sdaia_quebook,quebook_question_id,classification,title,document_number,keywords,bytes
0255_related_q005_Critical_Infrastructure_Resilience_Bulle.html,html,text/html,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-D636FF,seaport; ICS; gas plant; telecommunications outage; blackout; oil production; water treatment; SCADA,3008
0256_related_q008_Diplomatic_Negotiation_Status_Memo.rtf,rtf,application/rtf,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-97BAF2,foreign ministry; bilateral agreement; consulate; diplomatic cable; embassy; diplomatic note; MOU; treaty,2218
0257_unrelated_q109_Weather_Outlook_for_Field_Picnic.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Weather Outlook for Field Picnic,FCT-2026-F4DA8B,sunny intervals; light breeze; picnic blankets; UV index,6854
0258_related_q006_National_Reputation_Risk_Watchlist.xml,xml,text/xml,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-6B3656,money laundering; scandal; censorship; diplomatic crisis; media exposure; corruption; sanctions; bribery,2080
0259_unrelated_q110_Volunteer_Greening_Day_Plan.log,log,text/log,False,,Public,Volunteer Greening Day Plan,FCT-2026-413114,community garden; recycling bins; irrigation hose; tree planting,1437
0260_related_q002_Force_and_VIP_Movement_Coordination_Note.tsv,tsv,text/tab-separated-values,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-27B3B3,Royal Guard; checkpoint; motorcade; National Guard; mobilization; patrol route; operational route; escort,623
0261_related_q002_Force_and_VIP_Movement_Coordination_Note.svg,svg,image/svg+xml,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-78269F,VIP movement; checkpoint; operational route; National Guard; patrol route; convoy; motorcade; Royal Guard,783
0262_related_q014_Strategic_Warehouse_and_Logistics_Reserv.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-E3AACF,warehouse; supply depot; inventory reserve; logistics center; strategic reserve; fuel depot; emergency stockpile; storage facility,37911
0263_unrelated_q105_Marketing_Campaign_Retro.md,md,text/markdown,False,,Internal,Marketing Campaign Retro,FCT-2026-40F7FA,brand awareness; social media post; newsletter open rate; click-through rate,2037
0264_unrelated_q105_Marketing_Campaign_Retro.mht,mht,multipart/related,False,,Internal,Marketing Campaign Retro,FCT-2026-B64A87,social media post; newsletter open rate; click-through rate; brand awareness,2101
0265_unrelated_q108_Procurement_Stationery_Order.csv,csv,text/csv,False,,Internal,Procurement Stationery Order,FCT-2026-5BF973,notebooks; whiteboard markers; toner cartridge; sticky notes,721
0266_unrelated_q110_Volunteer_Greening_Day_Plan.json,json,application/json,False,,Public,Volunteer Greening Day Plan,FCT-2026-4D9C08,community garden; irrigation hose; tree planting; recycling bins,2021
0267_related_q012_Export_Continuity_Advisory.txt,txt,text/plain,True,12,Secret,Export Continuity Advisory,FCT-2026-97580D,customs restriction; sanctions; port closure; export decline; trade barrier; trade embargo; export restriction; shipping disruption,2546
0268_related_q007_Counter-Terrorism_Threat_Digest.zip,zip,application/zip,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-4D65FC,extremist; suicide attack; terrorist; Daesh; radicalization; IED; VBIED; bomb,1341
0269_related_q002_Force_and_VIP_Movement_Coordination_Note.eml,eml,message/rfc822,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-C644B5,mobilization; National Guard; VIP movement; Royal Guard; convoy; operational route; motorcade; deployment,2867
0270_unrelated_q102_IT_Helpdesk_Ticket_Summary.pdf,pdf,application/pdf,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-DE7FA0,printer jam; VPN latency; laptop docking; password reset,4061
0271_related_q013_Government_Operations_Disruption_Report.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,13,Secret,Government Operations Disruption Report,FCT-2026-B4AF3C,system failure; cyber attack; disaster recovery; emergency operations; service outage; operational disruption; business continuity; government shutdown,30390
0272_unrelated_q103_Employee_Wellness_Newsletter.html,html,text/html,False,,Public,Employee Wellness Newsletter,FCT-2026-6C83A8,ergonomic chair; hydration tips; step challenge; yoga session,2393
0273_unrelated_q109_Weather_Outlook_for_Field_Picnic.rtf,rtf,application/rtf,False,,Public,Weather Outlook for Field Picnic,FCT-2026-3A4F6D,picnic blankets; UV index; sunny intervals; light breeze,1625
0274_related_q015_Vital_National_Installation_Status_Sheet.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-39DA13,power station; seaport; airport; telecom exchange; military base; desalination plant; oil refinery; command center,7161
0275_unrelated_q110_Volunteer_Greening_Day_Plan.xml,xml,text/xml,False,,Public,Volunteer Greening Day Plan,FCT-2026-B896F1,tree planting; community garden; recycling bins; irrigation hose,1709
0276_related_q013_Government_Operations_Disruption_Report.log,log,text/log,True,13,Secret,Government Operations Disruption Report,FCT-2026-911536,operational disruption; cyber attack; business continuity; service outage; emergency operations; system failure; disaster recovery; government shutdown,1972
0277_related_q008_Diplomatic_Negotiation_Status_Memo.tsv,tsv,text/tab-separated-values,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-032663,treaty; foreign ministry; embassy; diplomatic cable; MOU; diplomatic note; bilateral agreement; strategic partnership,619
0278_unrelated_q104_Facilities_Maintenance_Schedule.svg,svg,image/svg+xml,False,,Internal,Facilities Maintenance Schedule,FCT-2026-77DB9C,parking lot paint; elevator inspection; HVAC filter; lighting upgrade,727
0279_related_q007_Counter-Terrorism_Threat_Digest.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-D0DD58,extremist; suicide attack; attack plan; ISIS; radicalization; Al-Qaeda; VBIED; Daesh,37925
0280_related_q009_Labor_Market_Stability_Brief.md,md,text/markdown,True,9,Secret,Labor Market Stability Brief,FCT-2026-E9C31D,mass layoff; wage reduction; employment crisis; workforce reduction; Saudization; unemployment; recruitment freeze; labor shortage,2678
0281_related_q005_Critical_Infrastructure_Resilience_Bulle.mht,mht,multipart/related,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-ECFCEF,airport shutdown; critical infrastructure; water treatment; telecommunications outage; power grid; blackout; pipeline; seaport,2844
0282_unrelated_q104_Facilities_Maintenance_Schedule.csv,csv,text/csv,False,,Internal,Facilities Maintenance Schedule,FCT-2026-8DBB48,parking lot paint; elevator inspection; HVAC filter; lighting upgrade,735
0283_related_q012_Export_Continuity_Advisory.json,json,application/json,True,12,Secret,Export Continuity Advisory,FCT-2026-AE47B1,trade barrier; shipping disruption; port closure; export restriction; sanctions; customs restriction; export decline; trade embargo,2506
0284_unrelated_q109_Weather_Outlook_for_Field_Picnic.txt,txt,text/plain,False,,Public,Weather Outlook for Field Picnic,FCT-2026-4AF0B8,sunny intervals; UV index; light breeze; picnic blankets,1943
0285_unrelated_q105_Marketing_Campaign_Retro.zip,zip,application/zip,False,,Internal,Marketing Campaign Retro,FCT-2026-421E3A,click-through rate; newsletter open rate; social media post; brand awareness,1167
0286_unrelated_q104_Facilities_Maintenance_Schedule.eml,eml,message/rfc822,False,,Internal,Facilities Maintenance Schedule,FCT-2026-4B8B47,elevator inspection; lighting upgrade; HVAC filter; parking lot paint,2236
0287_related_q012_Export_Continuity_Advisory.pdf,pdf,application/pdf,True,12,Secret,Export Continuity Advisory,FCT-2026-747E42,export decline; trade embargo; shipping disruption; export restriction; sanctions; customs restriction; port closure; trade barrier,4373
0288_related_q015_Vital_National_Installation_Status_Sheet.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-634323,command center; military base; seaport; power station; oil refinery; airport; telecom exchange; substation,30344
0289_related_q004_Cryptographic_Key_Custody_Log.html,html,text/html,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-6E561B,ECC; HSM; AES; secret key; private key; certificate authority; VPN key; root certificate,2926
0290_related_q014_Strategic_Warehouse_and_Logistics_Reserv.rtf,rtf,application/rtf,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-F3144B,strategic reserve; supply depot; logistics center; warehouse; storage facility; inventory reserve; emergency stockpile; fuel depot,2296
0291_unrelated_q102_IT_Helpdesk_Ticket_Summary.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-B887DE,VPN latency; laptop docking; printer jam; password reset,6856
0292_related_q015_Vital_National_Installation_Status_Sheet.xml,xml,text/xml,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-D0F049,power station; oil refinery; seaport; government facility; substation; airport; military base; telecom exchange,2091
0293_related_q009_Labor_Market_Stability_Brief.log,log,text/log,True,9,Secret,Labor Market Stability Brief,FCT-2026-4F096A,Saudization; workforce reduction; employment crisis; unemployment; Nitaqat; wage reduction; recruitment freeze; mass layoff,1937
0294_unrelated_q106_Library_Acquisition_List.tsv,tsv,text/tab-separated-values,False,,Public,Library Acquisition List,FCT-2026-BDE1E0,reading club; fiction collection; cataloguing; interlibrary loan,532
0295_unrelated_q107_Sports_Club_Training_Roster.svg,svg,image/svg+xml,False,,Public,Sports Club Training Roster,FCT-2026-7E5CEC,attendance sheet; football drills; coach notes; injury recovery,708
0296_related_q013_Government_Operations_Disruption_Report.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,13,Secret,Government Operations Disruption Report,FCT-2026-78C30E,service outage; business continuity; cyber attack; government shutdown; disaster recovery; system failure; emergency operations; operational disruption,37917
0297_related_q013_Government_Operations_Disruption_Report.md,md,text/markdown,True,13,Secret,Government Operations Disruption Report,FCT-2026-AD4B7C,cyber attack; service outage; emergency operations; operational disruption; business continuity; system failure; government shutdown; disaster recovery,2773
0298_related_q011_International_Commercial_Partnership_Sum.mht,mht,multipart/related,True,11,Secret,International Commercial Partnership Summary,FCT-2026-FEA537,commercial agreement; sovereign investment; strategic supplier; technology transfer; investment agreement; strategic partnership; joint venture; foreign investment,2962
0299_related_q002_Force_and_VIP_Movement_Coordination_Note.csv,csv,text/csv,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-D75627,checkpoint; motorcade; escort; National Guard; VIP movement; deployment; military exercise; operational route,938
0300_unrelated_q106_Library_Acquisition_List.json,json,application/json,False,,Public,Library Acquisition List,FCT-2026-B208DC,interlibrary loan; cataloguing; reading club; fiction collection,2000
0301_related_q001_Restricted_Defense_Asset_Inventory_Brief.txt,txt,text/plain,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-DD8A4C,explosives; tank; ammunition depot; drone; arsenal; UAV; fighter aircraft; missile,2457
0302_unrelated_q102_IT_Helpdesk_Ticket_Summary.zip,zip,application/zip,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-5F811D,laptop docking; printer jam; password reset; VPN latency,1143
0303_related_q002_Force_and_VIP_Movement_Coordination_Note.eml,eml,message/rfc822,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-3A5631,motorcade; mobilization; deployment; VIP movement; military exercise; operational route; patrol route; convoy,2874
0304_related_q003_Emergency_Continuity_and_Engagement_Proc.pdf,pdf,application/pdf,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-115A86,military doctrine; continuity of government; command structure; emergency response; mobilization plan; defense strategy; war plan; evacuation plan,4460
0305_unrelated_q107_Sports_Club_Training_Roster.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Sports Club Training Roster,FCT-2026-5A00AC,football drills; injury recovery; attendance sheet; coach notes,30229
0306_unrelated_q101_Office_Cafeteria_Weekly_Menu.html,html,text/html,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-FC0A94,dessert bar; lunch special; coffee station; vegetarian option,2405
0307_unrelated_q110_Volunteer_Greening_Day_Plan.rtf,rtf,application/rtf,False,,Public,Volunteer Greening Day Plan,FCT-2026-43EEBF,tree planting; irrigation hose; community garden; recycling bins,1621
0308_unrelated_q110_Volunteer_Greening_Day_Plan.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Volunteer Greening Day Plan,FCT-2026-B8592E,tree planting; recycling bins; community garden; irrigation hose,6847
0309_unrelated_q105_Marketing_Campaign_Retro.xml,xml,text/xml,False,,Internal,Marketing Campaign Retro,FCT-2026-7F039A,click-through rate; social media post; brand awareness; newsletter open rate,1736
0310_related_q004_Cryptographic_Key_Custody_Log.log,log,text/log,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-A6D5F1,key management; AES; secret key; RSA; root certificate; PKI; certificate authority; private key,1911
0311_related_q008_Diplomatic_Negotiation_Status_Memo.tsv,tsv,text/tab-separated-values,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-C6CFEC,embassy; treaty; diplomatic note; foreign ministry; diplomatic cable; consulate; MOU; bilateral agreement,612
0312_related_q001_Restricted_Defense_Asset_Inventory_Brief.svg,svg,image/svg+xml,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-21734E,tank; armory; arsenal; missile; UAV; ballistic missile; Royal Saudi Air Force; Ministry of Defense,756
0313_unrelated_q110_Volunteer_Greening_Day_Plan.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Volunteer Greening Day Plan,FCT-2026-0E90BF,tree planting; recycling bins; community garden; irrigation hose,37712
0314_related_q010_Strategic_Resource_Outlook.md,md,text/markdown,True,10,Secret,Strategic Resource Outlook,FCT-2026-056132,petroleum exports; crude oil; mining; resource depletion; commodity price; Brent; production quota; oil reserve,2612
0315_unrelated_q110_Volunteer_Greening_Day_Plan.mht,mht,multipart/related,False,,Public,Volunteer Greening Day Plan,FCT-2026-6545E4,tree planting; irrigation hose; community garden; recycling bins,2072
0316_unrelated_q109_Weather_Outlook_for_Field_Picnic.csv,csv,text/csv,False,,Public,Weather Outlook for Field Picnic,FCT-2026-7E5283,light breeze; picnic blankets; sunny intervals; UV index,726
0317_related_q015_Vital_National_Installation_Status_Sheet.json,json,application/json,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-A9DA60,substation; command center; seaport; airport; telecom exchange; government facility; desalination plant; military base,2495
0318_related_q006_National_Reputation_Risk_Watchlist.txt,txt,text/plain,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-C8945B,money laundering; censorship; media exposure; diplomatic crisis; human rights violation; sanctions; scandal; bribery,2552
0319_unrelated_q102_IT_Helpdesk_Ticket_Summary.zip,zip,application/zip,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-33F355,VPN latency; password reset; printer jam; laptop docking,1149
0320_unrelated_q107_Sports_Club_Training_Roster.eml,eml,message/rfc822,False,,Public,Sports Club Training Roster,FCT-2026-13B51A,football drills; attendance sheet; coach notes; injury recovery,2221
0321_unrelated_q108_Procurement_Stationery_Order.pdf,pdf,application/pdf,False,,Internal,Procurement Stationery Order,FCT-2026-4EB3BC,whiteboard markers; sticky notes; toner cartridge; notebooks,4054
0322_unrelated_q103_Employee_Wellness_Newsletter.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Employee Wellness Newsletter,FCT-2026-CC7498,step challenge; hydration tips; ergonomic chair; yoga session,30222
0323_unrelated_q108_Procurement_Stationery_Order.html,html,text/html,False,,Internal,Procurement Stationery Order,FCT-2026-8D8DD1,notebooks; sticky notes; whiteboard markers; toner cartridge,2377
0324_related_q013_Government_Operations_Disruption_Report.rtf,rtf,application/rtf,True,13,Secret,Government Operations Disruption Report,FCT-2026-955932,disaster recovery; operational disruption; service outage; cyber attack; business continuity; emergency operations; government shutdown; system failure,2340
0325_related_q010_Strategic_Resource_Outlook.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,10,Secret,Strategic Resource Outlook,FCT-2026-74DD19,mining; oil reserve; petroleum exports; commodity price; production quota; Brent; natural gas; OPEC,7164
0326_related_q008_Diplomatic_Negotiation_Status_Memo.xml,xml,text/xml,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-C1A82D,foreign ministry; diplomatic cable; embassy; consulate; MOU; diplomatic note; strategic partnership; classified negotiation,2110
0327_related_q011_International_Commercial_Partnership_Sum.log,log,text/log,True,11,Secret,International Commercial Partnership Summary,FCT-2026-B98C48,strategic supplier; foreign investment; strategic partnership; investment agreement; sovereign investment; technology transfer; commercial agreement; joint venture,1992
0328_related_q012_Export_Continuity_Advisory.tsv,tsv,text/tab-separated-values,True,12,Secret,Export Continuity Advisory,FCT-2026-9548E5,export decline; shipping disruption; export restriction; customs restriction; port closure; trade embargo; sanctions; trade barrier,611
0329_related_q012_Export_Continuity_Advisory.svg,svg,image/svg+xml,True,12,Secret,Export Continuity Advisory,FCT-2026-B67A63,trade embargo; export decline; sanctions; port closure; trade barrier; shipping disruption; customs restriction; export restriction,774
0330_related_q013_Government_Operations_Disruption_Report.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,13,Secret,Government Operations Disruption Report,FCT-2026-87EF54,government shutdown; service outage; disaster recovery; system failure; cyber attack; operational disruption; emergency operations; business continuity,37955
0331_related_q015_Vital_National_Installation_Status_Sheet.md,md,text/markdown,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-DFF265,substation; airport; power station; military base; government facility; command center; desalination plant; seaport,2652
0332_unrelated_q109_Weather_Outlook_for_Field_Picnic.mht,mht,multipart/related,False,,Public,Weather Outlook for Field Picnic,FCT-2026-A0B46C,picnic blankets; light breeze; sunny intervals; UV index,2084
0333_unrelated_q109_Weather_Outlook_for_Field_Picnic.csv,csv,text/csv,False,,Public,Weather Outlook for Field Picnic,FCT-2026-67C971,light breeze; sunny intervals; UV index; picnic blankets,701
0334_unrelated_q108_Procurement_Stationery_Order.json,json,application/json,False,,Internal,Procurement Stationery Order,FCT-2026-AB643E,sticky notes; toner cartridge; notebooks; whiteboard markers,1999
0335_unrelated_q103_Employee_Wellness_Newsletter.txt,txt,text/plain,False,,Public,Employee Wellness Newsletter,FCT-2026-8AEBF2,ergonomic chair; yoga session; hydration tips; step challenge,1912
0336_related_q009_Labor_Market_Stability_Brief.zip,zip,application/zip,True,9,Secret,Labor Market Stability Brief,FCT-2026-334731,Nitaqat; Saudization; unemployment; wage reduction; labor shortage; workforce reduction; mass layoff; recruitment freeze,1371
0337_related_q009_Labor_Market_Stability_Brief.eml,eml,message/rfc822,True,9,Secret,Labor Market Stability Brief,FCT-2026-8CB94D,employment crisis; labor shortage; Saudization; recruitment freeze; unemployment; Nitaqat; wage reduction; workforce reduction,2883
0338_related_q008_Diplomatic_Negotiation_Status_Memo.pdf,pdf,application/pdf,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-C25C83,consulate; classified negotiation; bilateral agreement; MOU; foreign ministry; embassy; diplomatic note; diplomatic cable,4379
0339_unrelated_q103_Employee_Wellness_Newsletter.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Employee Wellness Newsletter,FCT-2026-0B29FB,ergonomic chair; yoga session; hydration tips; step challenge,30224
0340_related_q003_Emergency_Continuity_and_Engagement_Proc.html,html,text/html,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-D06B04,rules of engagement; mobilization plan; defense strategy; contingency plan; evacuation plan; continuity of government; war plan; emergency response,3173
0341_related_q003_Emergency_Continuity_and_Engagement_Proc.rtf,rtf,application/rtf,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-655E85,mobilization plan; evacuation plan; battle plan; contingency plan; continuity of government; defense strategy; war plan; military doctrine,2310
0342_related_q013_Government_Operations_Disruption_Report.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,13,Secret,Government Operations Disruption Report,FCT-2026-A0FB83,system failure; business continuity; operational disruption; disaster recovery; emergency operations; government shutdown; cyber attack; service outage,7195
0343_unrelated_q110_Volunteer_Greening_Day_Plan.xml,xml,text/xml,False,,Public,Volunteer Greening Day Plan,FCT-2026-CF80AE,recycling bins; irrigation hose; community garden; tree planting,1715
0344_unrelated_q103_Employee_Wellness_Newsletter.log,log,text/log,False,,Public,Employee Wellness Newsletter,FCT-2026-B3363C,step challenge; yoga session; ergonomic chair; hydration tips,1443
0345_related_q006_National_Reputation_Risk_Watchlist.tsv,tsv,text/tab-separated-values,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-BBC5CC,diplomatic crisis; international criticism; bribery; corruption; money laundering; sanctions; human rights violation; censorship,626
0346_unrelated_q108_Procurement_Stationery_Order.svg,svg,image/svg+xml,False,,Internal,Procurement Stationery Order,FCT-2026-C45DDC,whiteboard markers; toner cartridge; sticky notes; notebooks,710
0347_related_q012_Export_Continuity_Advisory.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,True,12,Secret,Export Continuity Advisory,FCT-2026-A08E64,export restriction; trade barrier; shipping disruption; port closure; trade embargo; customs restriction; sanctions; export decline,37911
0348_unrelated_q106_Library_Acquisition_List.md,md,text/markdown,False,,Public,Library Acquisition List,FCT-2026-A42CAE,reading club; fiction collection; cataloguing; interlibrary loan,2034
0349_unrelated_q106_Library_Acquisition_List.mht,mht,multipart/related,False,,Public,Library Acquisition List,FCT-2026-750FDD,interlibrary loan; cataloguing; fiction collection; reading club,2073
0350_related_q004_Cryptographic_Key_Custody_Log.csv,csv,text/csv,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-998727,private key; RSA; root certificate; PKI; certificate authority; TLS certificate; ECC; cryptographic key,942
0351_related_q009_Labor_Market_Stability_Brief.json,json,application/json,True,9,Secret,Labor Market Stability Brief,FCT-2026-6277F9,Saudization; workforce reduction; unemployment; employment crisis; wage reduction; Nitaqat; recruitment freeze; mass layoff,2498
0352_unrelated_q110_Volunteer_Greening_Day_Plan.txt,txt,text/plain,False,,Public,Volunteer Greening Day Plan,FCT-2026-E36377,community garden; irrigation hose; recycling bins; tree planting,1909
0353_unrelated_q107_Sports_Club_Training_Roster.zip,zip,application/zip,False,,Public,Sports Club Training Roster,FCT-2026-200564,coach notes; attendance sheet; football drills; injury recovery,1147
0354_unrelated_q105_Marketing_Campaign_Retro.eml,eml,message/rfc822,False,,Internal,Marketing Campaign Retro,FCT-2026-67346B,brand awareness; newsletter open rate; click-through rate; social media post,2255
0355_related_q003_Emergency_Continuity_and_Engagement_Proc.pdf,pdf,application/pdf,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-76CAFB,evacuation plan; battle plan; command structure; contingency plan; rules of engagement; war plan; military doctrine; continuity of government,4409
0356_related_q011_International_Commercial_Partnership_Sum.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,True,11,Secret,International Commercial Partnership Summary,FCT-2026-7AB77A,strategic partnership; technology transfer; foreign investment; investment agreement; commercial agreement; sovereign investment; strategic supplier; joint venture,30379
0357_related_q011_International_Commercial_Partnership_Sum.html,html,text/html,True,11,Secret,International Commercial Partnership Summary,FCT-2026-4736B8,technology transfer; strategic partnership; joint venture; commercial agreement; foreign investment; investment agreement; strategic supplier; sovereign investment,3212
0358_related_q004_Cryptographic_Key_Custody_Log.rtf,rtf,application/rtf,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-4689E5,PKI; ECC; VPN key; TLS certificate; AES; RSA; private key; root certificate,2096
0359_unrelated_q106_Library_Acquisition_List.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Library Acquisition List,FCT-2026-13BCCF,cataloguing; fiction collection; reading club; interlibrary loan,6802
0360_unrelated_q110_Volunteer_Greening_Day_Plan.xml,xml,text/xml,False,,Public,Volunteer Greening Day Plan,FCT-2026-574854,tree planting; irrigation hose; community garden; recycling bins,1713
0361_related_q013_Government_Operations_Disruption_Report.log,log,text/log,True,13,Secret,Government Operations Disruption Report,FCT-2026-21E0CA,business continuity; government shutdown; operational disruption; service outage; disaster recovery; emergency operations; cyber attack; system failure,1976
0362_related_q012_Export_Continuity_Advisory.tsv,tsv,text/tab-separated-values,True,12,Secret,Export Continuity Advisory,FCT-2026-EE66B5,shipping disruption; trade barrier; customs restriction; port closure; export restriction; export decline; sanctions; trade embargo,615
0363_unrelated_q104_Facilities_Maintenance_Schedule.svg,svg,image/svg+xml,False,,Internal,Facilities Maintenance Schedule,FCT-2026-A2003A,lighting upgrade; parking lot paint; HVAC filter; elevator inspection,727
0364_unrelated_q103_Employee_Wellness_Newsletter.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Employee Wellness Newsletter,FCT-2026-C98137,hydration tips; yoga session; ergonomic chair; step challenge,37716
0365_related_q012_Export_Continuity_Advisory.md,md,text/markdown,True,12,Secret,Export Continuity Advisory,FCT-2026-72D28E,export decline; sanctions; customs restriction; trade embargo; trade barrier; port closure; export restriction; shipping disruption,2651
0366_related_q008_Diplomatic_Negotiation_Status_Memo.mht,mht,multipart/related,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-014197,diplomatic note; diplomatic cable; treaty; strategic partnership; bilateral agreement; embassy; foreign ministry; MOU,2758
0367_unrelated_q106_Library_Acquisition_List.csv,csv,text/csv,False,,Public,Library Acquisition List,FCT-2026-0A8B1F,reading club; cataloguing; fiction collection; interlibrary loan,706
0368_unrelated_q106_Library_Acquisition_List.json,json,application/json,False,,Public,Library Acquisition List,FCT-2026-A8CE82,interlibrary loan; cataloguing; fiction collection; reading club,1994
0369_unrelated_q102_IT_Helpdesk_Ticket_Summary.txt,txt,text/plain,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-020148,VPN latency; password reset; printer jam; laptop docking,1911
0370_related_q014_Strategic_Warehouse_and_Logistics_Reserv.zip,zip,application/zip,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-028719,fuel depot; logistics center; emergency stockpile; storage facility; inventory reserve; warehouse; strategic reserve; supply depot,1389
0371_unrelated_q106_Library_Acquisition_List.eml,eml,message/rfc822,False,,Public,Library Acquisition List,FCT-2026-116D6B,interlibrary loan; fiction collection; reading club; cataloguing,2244
0372_unrelated_q103_Employee_Wellness_Newsletter.pdf,pdf,application/pdf,False,,Public,Employee Wellness Newsletter,FCT-2026-C1B111,hydration tips; ergonomic chair; step challenge; yoga session,4085
0373_unrelated_q110_Volunteer_Greening_Day_Plan.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Volunteer Greening Day Plan,FCT-2026-7228AF,tree planting; recycling bins; community garden; irrigation hose,30224
0374_related_q007_Counter-Terrorism_Threat_Digest.html,html,text/html,True,7,Top Secret,Counter-Terrorism Threat Digest,FCT-2026-0CE90E,suicide attack; violent extremism; hostage; attack plan; Al-Qaeda; ISIS; Daesh; VBIED,2991
0375_unrelated_q106_Library_Acquisition_List.rtf,rtf,application/rtf,False,,Public,Library Acquisition List,FCT-2026-37DCE3,reading club; interlibrary loan; fiction collection; cataloguing,1631
0376_related_q009_Labor_Market_Stability_Brief.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,9,Secret,Labor Market Stability Brief,FCT-2026-11DD1D,Saudization; unemployment; wage reduction; labor shortage; mass layoff; workforce reduction; Nitaqat; recruitment freeze,7180
0377_unrelated_q101_Office_Cafeteria_Weekly_Menu.xml,xml,text/xml,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-646A68,vegetarian option; coffee station; dessert bar; lunch special,1713
0378_unrelated_q107_Sports_Club_Training_Roster.log,log,text/log,False,,Public,Sports Club Training Roster,FCT-2026-E2DAE8,football drills; attendance sheet; coach notes; injury recovery,1424
